timestamp,source_ip,dest_ip,protocol,packet_size,time_delay,transmission_rate,mac_address,is_attack,attack_type
2026-07-10T08:01:54,192.168.1.100,192.168.1.1,TCP,645,66.05,4343.68,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:01:57,192.168.1.100,192.168.1.1,DTLS,397,11.06,1031.55,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:02:00,198.51.100.22,192.168.1.1,TCP,26305,1045.35,37.1,FF:FF:FF:FF:FF:FF,1,Command Injection
2026-07-10T08:02:03,192.168.1.100,192.168.1.1,802.11,892,54.51,1039.18,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:06,192.168.1.102,192.168.1.1,UDP,913,70.81,3258.89,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:02:09,192.168.1.102,192.168.1.1,UDP,473,55.13,864.64,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:12,192.168.1.100,192.168.1.1,802.11,351,27.53,3812.08,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:02:15,192.168.1.100,192.168.1.1,MAVLink,1491,28.87,893.83,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:18,10.0.0.50,192.168.1.1,DTLS,856,35.36,706.7,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:02:21,192.168.1.100,192.168.1.1,MAVLink,539,13.72,4575.39,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:24,192.168.1.101,192.168.1.1,802.11,1198,24.93,1884.05,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:02:27,203.0.113.45,192.168.1.1,802.11,57043,620.05,99.42,00:00:00:00:00:00,1,Command Injection
2026-07-10T08:02:30,192.168.1.102,192.168.1.1,TCP,997,17.37,3471.46,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:33,10.0.0.50,192.168.1.1,MAVLink,394,69.57,3657.55,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:02:36,10.0.0.50,192.168.1.1,UDP,1030,62.54,1712.88,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:39,192.168.1.100,192.168.1.1,UDP,1479,74.8,4367.27,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:02:42,192.168.1.100,192.168.1.1,802.11,255,38.84,2261.3,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:02:45,10.0.0.50,192.168.1.1,802.11,722,36.26,654.05,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:48,192.168.1.101,192.168.1.1,DTLS,710,48.26,1778.23,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:02:51,192.168.1.100,192.168.1.1,MAVLink,964,46.94,2792.8,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:02:54,172.16.0.77,192.168.1.1,UDP,9829,885.11,13.04,00:00:00:00:00:00,1,DoS
2026-07-10T08:02:57,192.168.1.101,192.168.1.1,UDP,429,21.33,2178.14,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:00,192.168.1.101,192.168.1.1,TCP,1382,69.46,1826.19,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:03:03,10.0.0.50,192.168.1.1,UDP,842,43.13,2528.84,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:06,10.0.0.50,192.168.1.1,MAVLink,406,38.24,2172.51,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:09,192.168.1.100,192.168.1.1,MAVLink,451,10.86,2625.62,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:12,10.0.0.50,192.168.1.1,802.11,1067,65.6,1877.86,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:15,192.168.1.102,192.168.1.1,802.11,810,76.7,3087.87,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:03:18,10.0.0.99,192.168.1.1,MAVLink,57870,1521.19,139.44,FF:FF:FF:FF:FF:FF,1,Spoofing
2026-07-10T08:03:21,203.0.113.45,192.168.1.1,UDP,17881,394.04,36.81,00:00:00:00:00:00,1,Signal Jamming
2026-07-10T08:03:24,192.168.1.100,192.168.1.1,TCP,1317,41.66,3592.55,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:27,10.0.0.50,192.168.1.1,DTLS,1472,40.8,4382.05,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:30,10.0.0.50,192.168.1.1,UDP,561,18.89,3381.49,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:33,10.0.0.50,192.168.1.1,DTLS,673,22.12,4798.45,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:03:36,192.168.1.100,192.168.1.1,DTLS,566,71.66,4666.35,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:39,192.168.1.101,192.168.1.1,DTLS,491,23.35,2950.83,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:42,192.168.1.102,192.168.1.1,MAVLink,1238,51.05,2294.49,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:45,192.168.1.101,192.168.1.1,MAVLink,901,47.45,817.51,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:48,10.0.0.50,192.168.1.1,UDP,1101,74.45,3850.37,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:03:51,192.168.1.100,192.168.1.1,802.11,1159,28.34,4809.76,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:03:54,10.0.0.50,192.168.1.1,TCP,621,51.67,4383.99,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:03:57,192.168.1.102,192.168.1.1,UDP,739,36.74,1467.99,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:00,192.168.1.100,192.168.1.1,802.11,989,41.56,2410.79,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:04:03,10.0.0.50,192.168.1.1,802.11,1417,5.03,2928.07,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:06,10.0.0.50,192.168.1.1,TCP,445,71.76,4607.09,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:09,192.168.1.101,192.168.1.1,MAVLink,1200,48.33,804.61,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:04:12,192.168.1.102,192.168.1.1,TCP,219,74.03,1240.33,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:15,192.168.1.101,192.168.1.1,MAVLink,1419,18.58,3961.27,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:04:18,10.0.0.50,192.168.1.1,MAVLink,1426,43.21,2105.09,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:04:21,192.168.1.100,192.168.1.1,UDP,1247,55.4,2083.12,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:04:24,192.168.1.102,192.168.1.1,802.11,476,66.44,2288.91,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:04:27,192.168.1.102,192.168.1.1,TCP,459,21.17,2846.02,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:04:30,192.168.1.100,192.168.1.1,DTLS,392,77.23,2583.96,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:04:33,10.0.0.99,192.168.1.1,802.11,48814,1488.93,112.39,DE:AD:BE:EF:00:01,1,Signal Jamming
2026-07-10T08:04:36,10.0.0.50,192.168.1.1,DTLS,903,25.86,2037.85,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:39,192.168.1.100,192.168.1.1,MAVLink,984,50.79,4720.97,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:42,192.168.1.102,192.168.1.1,MAVLink,1405,44.94,970.52,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:45,192.168.1.101,192.168.1.1,802.11,1189,78.39,3173.56,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:04:48,203.0.113.45,192.168.1.1,DTLS,38039,1905.66,105.45,00:00:00:00:00:00,1,Signal Jamming
2026-07-10T08:04:51,10.0.0.50,192.168.1.1,DTLS,854,5.9,1523.55,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:54,10.0.0.50,192.168.1.1,UDP,1141,14.95,2844.49,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:04:57,198.51.100.22,192.168.1.1,MAVLink,55282,943.14,195.84,FF:FF:FF:FF:FF:FF,1,DoS
2026-07-10T08:05:00,10.0.0.50,192.168.1.1,802.11,1014,62.44,3346.52,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:05:03,192.168.1.101,192.168.1.1,DTLS,1337,17.06,4219.66,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:05:06,192.168.1.101,192.168.1.1,TCP,541,15.26,3522.71,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:05:09,203.0.113.45,192.168.1.1,TCP,46192,301.4,156.71,DE:AD:BE:EF:00:01,1,Replay Attack
2026-07-10T08:05:12,10.0.0.50,192.168.1.1,TCP,305,37.76,1542.38,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:05:15,192.168.1.101,192.168.1.1,UDP,1046,32.2,2364.89,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:05:18,192.168.1.101,192.168.1.1,DTLS,1185,39.94,3885.14,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:05:21,192.168.1.100,192.168.1.1,UDP,325,76.05,2164.62,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:05:24,192.168.1.100,192.168.1.1,MAVLink,427,46.64,583.62,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:05:27,10.0.0.50,192.168.1.1,DTLS,1389,39.46,1838.86,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:05:30,10.0.0.50,192.168.1.1,DTLS,1349,79.36,4425.2,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:05:33,10.0.0.50,192.168.1.1,MAVLink,200,20.21,2751.59,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:05:36,10.0.0.99,192.168.1.1,802.11,48102,1002.23,71.64,FF:FF:FF:FF:FF:FF,1,Command Injection
2026-07-10T08:05:39,10.0.0.50,192.168.1.1,DTLS,232,52.14,4056.94,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:05:42,10.0.0.50,192.168.1.1,TCP,308,50.03,1634.56,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:05:45,10.0.0.50,192.168.1.1,802.11,339,53.88,1644.61,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:05:48,192.168.1.100,192.168.1.1,UDP,1226,57.33,4414.93,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:05:51,192.168.1.102,192.168.1.1,TCP,493,40.7,1101.07,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:05:54,192.168.1.100,192.168.1.1,MAVLink,1430,35.4,3178.2,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:05:57,198.51.100.22,192.168.1.1,802.11,58105,409.36,46.97,DE:AD:BE:EF:00:01,1,DoS
2026-07-10T08:06:00,198.51.100.22,192.168.1.1,TCP,10718,1757.16,16.06,FF:FF:FF:FF:FF:FF,1,DoS
2026-07-10T08:06:03,192.168.1.100,192.168.1.1,TCP,936,28.52,725.28,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:06:06,203.0.113.45,192.168.1.1,802.11,29626,1756.03,33.3,FF:FF:FF:FF:FF:FF,1,DoS
2026-07-10T08:06:09,10.0.0.99,192.168.1.1,TCP,22808,716.94,177.93,DE:AD:BE:EF:00:01,1,Signal Jamming
2026-07-10T08:06:12,10.0.0.50,192.168.1.1,UDP,563,35.23,2608.06,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:06:15,192.168.1.102,192.168.1.1,MAVLink,1445,46.83,3662.63,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:06:18,192.168.1.102,192.168.1.1,UDP,1466,46.66,1493.04,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:06:21,192.168.1.101,192.168.1.1,TCP,700,44.69,1050.63,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:06:24,192.168.1.100,192.168.1.1,TCP,1238,47.52,4524.53,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:06:27,192.168.1.102,192.168.1.1,TCP,150,18.73,3097.57,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:06:30,192.168.1.102,192.168.1.1,802.11,994,14.39,2129.29,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:06:33,192.168.1.102,192.168.1.1,MAVLink,1136,23.3,3905.93,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:06:36,192.168.1.100,192.168.1.1,802.11,1031,52.6,3135.67,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:06:39,192.168.1.100,192.168.1.1,DTLS,342,46.58,1225.34,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:06:42,10.0.0.50,192.168.1.1,TCP,470,60.44,3646.49,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:06:45,192.168.1.100,192.168.1.1,UDP,323,37.25,2446.66,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:06:48,192.168.1.101,192.168.1.1,UDP,1419,34.29,2291.68,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:06:51,192.168.1.101,192.168.1.1,UDP,943,74.36,2631.63,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:06:54,10.0.0.99,192.168.1.1,MAVLink,60791,956.24,31.41,DE:AD:BE:EF:00:01,1,Signal Jamming
2026-07-10T08:06:57,192.168.1.101,192.168.1.1,MAVLink,245,47.63,2932.32,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:07:00,192.168.1.102,192.168.1.1,UDP,1459,15.91,4921.6,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:07:03,192.168.1.102,192.168.1.1,UDP,696,36.46,755.4,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:06,192.168.1.100,192.168.1.1,802.11,732,35.62,2296.88,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:07:09,192.168.1.102,192.168.1.1,MAVLink,1186,51.68,3753.05,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:12,10.0.0.50,192.168.1.1,DTLS,1345,17.41,1322.99,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:15,192.168.1.100,192.168.1.1,DTLS,918,13.34,1982.06,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:07:18,192.168.1.100,192.168.1.1,UDP,995,54.52,2357.6,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:21,192.168.1.100,192.168.1.1,802.11,1468,76.26,629.87,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:24,192.168.1.101,192.168.1.1,DTLS,221,59.77,563.13,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:27,10.0.0.50,192.168.1.1,802.11,1435,70.73,2278.74,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:30,192.168.1.100,192.168.1.1,DTLS,564,17.05,2035.04,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:07:33,192.168.1.102,192.168.1.1,DTLS,436,30.39,4216.38,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:36,198.51.100.22,192.168.1.1,DTLS,14446,950.16,92.32,DE:AD:BE:EF:00:01,1,Signal Jamming
2026-07-10T08:07:39,10.0.0.50,192.168.1.1,802.11,1106,28.22,2249.93,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:42,192.168.1.101,192.168.1.1,DTLS,873,42.53,4377.28,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:07:45,10.0.0.50,192.168.1.1,MAVLink,643,8.03,4877.47,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:07:48,10.0.0.50,192.168.1.1,UDP,527,52.76,1919.66,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:07:51,10.0.0.50,192.168.1.1,TCP,287,61.82,3028.27,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:07:54,192.168.1.100,192.168.1.1,802.11,352,24.19,550.8,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:07:57,192.168.1.102,192.168.1.1,802.11,1087,71.93,2624.09,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:00,192.168.1.100,192.168.1.1,DTLS,553,6.43,3251.04,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:03,192.168.1.101,192.168.1.1,MAVLink,1422,33.42,3623.28,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:06,192.168.1.100,192.168.1.1,DTLS,1232,39.89,1170.45,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:09,192.168.1.100,192.168.1.1,802.11,966,22.96,2295.24,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:12,192.168.1.100,192.168.1.1,MAVLink,136,20.0,4887.29,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:15,10.0.0.50,192.168.1.1,802.11,1195,77.3,3295.96,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:18,10.0.0.99,192.168.1.1,TCP,49102,1173.49,84.42,DE:AD:BE:EF:00:01,1,Command Injection
2026-07-10T08:08:21,192.168.1.102,192.168.1.1,MAVLink,272,21.85,2132.95,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:24,192.168.1.102,192.168.1.1,DTLS,146,19.11,587.25,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:27,192.168.1.102,192.168.1.1,TCP,303,33.58,958.98,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:08:30,192.168.1.101,192.168.1.1,DTLS,686,57.11,2790.89,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:33,192.168.1.100,192.168.1.1,TCP,1449,27.02,2618.53,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:08:36,10.0.0.50,192.168.1.1,DTLS,1436,17.38,2891.41,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:39,192.168.1.101,192.168.1.1,TCP,1211,75.26,4308.36,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:08:42,203.0.113.45,192.168.1.1,TCP,40398,1496.08,40.8,FF:FF:FF:FF:FF:FF,1,Signal Jamming
2026-07-10T08:08:45,192.168.1.102,192.168.1.1,UDP,940,60.94,3864.25,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:08:48,192.168.1.100,192.168.1.1,802.11,1327,63.34,3200.25,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:51,192.168.1.101,192.168.1.1,MAVLink,779,56.0,565.93,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:54,10.0.0.50,192.168.1.1,MAVLink,689,34.64,2748.91,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:08:57,192.168.1.102,192.168.1.1,MAVLink,542,28.29,1574.15,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:09:00,10.0.0.50,192.168.1.1,UDP,1155,9.81,3375.79,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:09:03,10.0.0.99,192.168.1.1,TCP,11793,529.58,56.24,00:00:00:00:00:00,1,Spoofing
2026-07-10T08:09:06,192.168.1.101,192.168.1.1,MAVLink,308,78.53,3543.6,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:09:09,192.168.1.100,192.168.1.1,UDP,582,30.35,3892.79,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:09:12,192.168.1.102,192.168.1.1,UDP,275,56.5,1827.08,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:09:15,10.0.0.50,192.168.1.1,MAVLink,597,58.9,3881.73,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:18,192.168.1.101,192.168.1.1,TCP,587,49.9,4202.82,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:09:21,192.168.1.101,192.168.1.1,DTLS,1086,68.92,3088.35,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:24,10.0.0.50,192.168.1.1,MAVLink,1008,44.28,4956.52,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:09:27,192.168.1.100,192.168.1.1,DTLS,446,15.52,3821.03,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:30,192.168.1.100,192.168.1.1,UDP,527,21.27,2506.9,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:09:33,10.0.0.50,192.168.1.1,TCP,1317,55.04,4712.19,AA:BB:CC:DD:EE:03,0,normal
2026-07-10T08:09:36,192.168.1.101,192.168.1.1,DTLS,1459,14.78,2422.48,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:09:39,192.168.1.101,192.168.1.1,TCP,725,40.93,3954.81,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:42,10.0.0.50,192.168.1.1,UDP,285,16.72,2247.71,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:45,198.51.100.22,192.168.1.1,MAVLink,18233,1600.57,66.83,00:00:00:00:00:00,1,Command Injection
2026-07-10T08:09:48,192.168.1.102,192.168.1.1,DTLS,1138,44.97,3266.49,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:51,192.168.1.100,192.168.1.1,MAVLink,1111,27.53,4649.01,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:54,192.168.1.101,192.168.1.1,802.11,199,48.99,2113.87,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:09:57,192.168.1.100,192.168.1.1,UDP,390,34.65,3181.7,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:10:00,10.0.0.50,192.168.1.1,MAVLink,550,39.41,3206.73,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:10:03,192.168.1.101,192.168.1.1,TCP,675,36.86,3455.6,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:10:06,192.168.1.102,192.168.1.1,UDP,533,57.5,2563.83,AA:BB:CC:DD:EE:01,0,normal
2026-07-10T08:10:09,192.168.1.100,192.168.1.1,MAVLink,558,64.49,3412.01,AA:BB:CC:DD:EE:02,0,normal
2026-07-10T08:10:12,203.0.113.45,192.168.1.1,TCP,50105,1469.34,16.33,00:00:00:00:00:00,1,Command Injection
2026-07-10T08:10:15,10.0.0.50,192.168.1.1,TCP,668,75.46,2777.02,AA:BB:CC:DD:EE:02,0,normal
